Date,Predicted Winner,Opponent,Is Underdog,Market Prob %,Model Prob %,Edge %,Confidence,Odds,Won?,Correct?,Profit/Loss
2025-02-01,Vinicius Oliveira,Said Nurmagomedov,Yes,34.7,55.9,21.2,0.1185,188,Yes,Yes,1.88
2025-02-01,Fares Ziam,Mike Davis,Yes,45.0,73.8,28.7,0.4758,122,Yes,Yes,1.22
2025-02-01,Bogdan Grad,Lucas Alexander,Yes,48.1,50.1,2.0,0.0018,108,Yes,Yes,1.08
2025-02-01,Jamal Pogues,Hamdy Abdelwahab,No,59.7,51.0,6.8,0.0203,-148,No,No,-1.0
2025-01-18,Merab Dvalishvili,Umar Nurmagomedov,Yes,31.2,61.0,29.8,0.2204,220,Yes,Yes,2.2
2025-01-18,Reinier de Ridder,Kevin Holland,No,57.6,67.0,9.3,0.3395,-136,Yes,Yes,0.74
2025-01-18,Grant Dawson,Diego Ferreira,No,71.0,73.6,2.6,0.4715,-245,Yes,Yes,0.41
2025-01-18,Ailin Perez,Karol Rosa,Yes,32.8,64.1,31.3,0.2824,205,Yes,Yes,2.05
2025-01-18,Clayton Carpenter,Tagir Ulanbekov,No,79.6,58.2,33.8,0.1639,-390,No,No,-1.0
2025-01-11,Amanda Ribas,Mackenzie Dern,Yes,38.2,66.4,0.4,0.3273,162,No,No,-1.0
2025-01-11,Carlston Harris,Santiago Ponzinibbio,No,60.6,61.2,17.7,0.2233,-154,No,No,-1.0
2025-01-11,Christian Rodriguez,Austin Bashi,Yes,31.7,69.5,37.7,0.3894,215,Yes,Yes,2.15
2025-12-06,Joshua Van,Alexandre Pantoja,Yes,36.2,58.8,22.6,0.1769,176,Yes,Yes,1.76
2025-12-06,Tatsuro Taira,Brandon Moreno,No,53.7,64.1,10.4,0.2821,-116,Yes,Yes,0.86
2025-12-06,Payton Talbott,Henry Cejudo,No,71.4,77.5,6.1,0.5508,-250,Yes,Yes,0.4
2025-12-06,Terrance McKinney,Chris Duncan,No,55.8,57.6,9.5,0.1518,-126,No,No,-1.0
2025-12-06,Maycee Barber,Karine Silva,No,68.8,74.0,5.2,0.4794,-220,Yes,Yes,0.45
2025-12-06,Fares Ziam,Nazim Sadykhov,No,65.3,76.8,11.5,0.5358,-188,Yes,Yes,0.53
2025-12-06,Marvin Vettori,Brunno Ferreira,Yes,48.1,62.0,5.5,0.2397,108,No,No,-1.0
2025-12-06,Edson Barboza,Jalin Turner,No,82.1,51.4,29.6,0.0271,-460,No,No,-1.0
2025-12-06,Ibo Aslan,Iwo Baraniewski,No,68.3,63.2,27.5,0.2641,-215,No,No,-1.0
